n_features,threshold,backup_fpr,fn_count,bf_queries,system_fpr,system_fnr,model_total_latency_ns,model_avg_latency_ns,model_throughput_qps,bf_avg_latency_ns,bf_total_latency_ns,bf_throughput_qps,total_system_latency_ns,total_system_avg_latency_ns,total_system_throughput_qps,bf_bits_mb,total_memory_mb
2048,0.500000,0.200000,29912,43441,0.287395,0.000000,164801500.000000,457.845534,2184142.741419,92.415000,4014600.000000,10820754.246998,168816100.000000,468.998750,2132201.845677,0.011948,0.027573
2048,0.500000,0.001000,29912,43441,0.107145,0.000000,164801500.000000,457.845534,2184142.741419,147.970811,6428000.000000,6758089.607965,171229500.000000,475.703570,2102149.454387,0.051270,0.066895
2048,0.600000,0.010000,40899,54805,0.090290,0.000000,164801500.000000,457.845534,2184142.741419,131.334732,7197800.000000,7614132.095918,171999300.000000,477.842200,2092741.075109,0.046738,0.062363
2048,0.600000,0.050000,40899,54805,0.126115,0.000000,164801500.000000,457.845534,2184142.741419,108.480978,5945300.000000,9218205.977831,170746800.000000,474.362550,2108092.216077,0.030403,0.046028
2048,0.600000,0.100000,40899,54805,0.174764,0.000000,164801500.000000,457.845534,2184142.741419,131.261746,7193800.000000,7618365.815007,171995300.000000,477.831088,2092789.744836,0.023369,0.038994
2048,0.600000,0.200000,40899,54805,0.277018,0.000000,164801500.000000,457.845534,2184142.741419,98.793906,5414400.000000,10122081.855792,170215900.000000,472.887623,2114667.313688,0.016335,0.031960
2048,0.600000,0.001000,40899,54805,0.081697,0.000000,164801500.000000,457.845534,2184142.741419,156.024085,8550900.000000,6409266.860798,173352400.000000,481.601334,2076406.210701,0.070099,0.085724
2048,0.700000,0.010000,55574,69853,0.065636,0.000000,164801500.000000,457.845534,2184142.741419,126.120567,8809900.000000,7928920.873109,173611400.000000,482.320878,2073308.550015,0.063507,0.079132
2048,0.700000,0.050000,55574,69853,0.107872,0.000000,164801500.000000,457.845534,2184142.741419,111.063233,7758100.000000,9003879.815934,172559600.000000,479.398805,2085945.957223,0.041313,0.056938
2048,0.700000,0.100000,55574,69853,0.152489,0.000000,164801500.000000,457.845534,2184142.741419,124.071980,8666800.000000,8059837.540961,173468300.000000,481.923323,2075018.893942,0.031754,0.047379
2048,0.700000,0.200000,55574,69853,0.249190,0.000000,164801500.000000,457.845534,2184142.741419,91.848596,6415900.000000,10887482.660266,171217400.000000,475.669954,2102298.014104,0.022194,0.037819
2048,0.700000,0.001000,55574,69853,0.056977,0.000000,164801500.000000,457.845534,2184142.741419,151.128799,10556800.000000,6616872.537132,175358300.000000,487.174052,2052654.479429,0.095253,0.110878
2048,0.800000,0.010000,76466,91026,0.048714,0.000000,164801500.000000,457.845534,2184142.741419,133.788148,12178200.000000,7474503.621225,176979700.000000,491.678566,2033849.079866,0.087379,0.103004
2048,0.800000,0.050000,76466,91026,0.086258,0.000000,164801500.000000,457.845534,2184142.741419,111.093534,10112400.000000,9001423.994304,174913900.000000,485.939436,2057869.614708,0.056839,0.072464
2048,0.800000,0.100000,76466,91026,0.135634,0.000000,164801500.000000,457.845534,2184142.741419,100.894250,9184000.000000,9911367.595819,173985500.000000,483.360189,2068850.565133,0.043694,0.059319
2048,0.800000,0.200000,76466,91026,0.233261,0.000000,164801500.000000,457.845534,2184142.741419,91.429921,8322500.000000,10937338.540102,173124000.000000,480.966801,2079145.583512,0.030540,0.046165
2048,0.800000,0.001000,76466,91026,0.038469,0.000000,164801500.000000,457.845534,2184142.741419,154.810713,14091800.000000,6459501.270242,178893300.000000,496.994860,2012093.242173,0.131065,0.146690
2048,0.900000,0.010000,112159,127007,0.028026,0.000000,164801500.000000,457.845534,2184142.741419,127.659105,16213600.000000,7833362.115755,181015100.000000,502.889568,1988508.141034,0.128159,0.143784
2048,0.900000,0.050000,112159,127007,0.070923,0.000000,164801500.000000,457.845534,2184142.741419,109.005803,13844500.000000,9173823.540034,178646000.000000,496.307821,2014878.586702,0.083374,0.098999
2048,0.900000,0.100000,112159,127007,0.121819,0.000000,164801500.000000,457.845534,2184142.741419,101.199147,12853000.000000,9881506.263129,177654500.000000,493.553271,2026123.740181,0.064079,0.079704
2048,0.900000,0.200000,112159,127007,0.226585,0.000000,164801500.000000,457.845534,2184142.741419,91.464250,11616600.000000,10933233.476232,176418100.000000,490.118350,2040323.526894,0.044792,0.060417
2048,0.900000,0.001000,112159,127007,0.019301,0.000000,164801500.000000,457.845534,2184142.741419,156.206351,19839300.000000,6401788.369549,184640800.000000,512.962356,1949460.790898,0.192238,0.207863
2048,0.950000,0.010000,147177,162170,0.018574,0.000000,164801500.000000,457.845534,2184142.741419,130.110378,21100000.000000,7685781.990521,185901500.000000,516.464787,1936240.428399,0.168175,0.183800
2048,0.950000,0.050000,147177,162170,0.060414,0.000000,164801500.000000,457.845534,2184142.741419,111.678486,18110900.000000,8954276.154139,182912400.000000,508.160578,1967881.893190,0.109398,0.125023
2048,0.950000,0.100000,147177,162170,0.112235,0.000000,164801500.000000,457.845534,2184142.741419,101.850527,16517100.000000,9818309.509539,181318600.000000,503.732741,1985179.678202,0.084091,0.099716
2048,0.950000,0.200000,147177,162170,0.217199,0.000000,164801500.000000,457.845534,2184142.741419,92.195227,14951300.000000,10846548.460669,179752800.000000,499.382692,2002472.284159,0.058777,0.074402
2048,0.950000,0.001000,147177,162170,0.009584,0.000000,164801500.000000,457.845534,2184142.741419,160.253438,25988300.000000,6240115.744393,190789800.000000,530.045284,1886631.255969,0.252258,0.267883
2048,0.990000,0.010000,220974,236070,0.010642,0.000000,164801500.000000,457.845534,2184142.741419,134.019570,31638000.000000,7461596.813958,196439500.000000,545.741075,1832370.780826,0.252495,0.268120
