n_features,threshold,backup_fpr,fn_count,bf_queries,system_fpr,system_fnr,model_total_latency_ns,model_avg_latency_ns,model_throughput_qps,bf_avg_latency_ns,bf_total_latency_ns,bf_throughput_qps,total_system_latency_ns,total_system_avg_latency_ns,total_system_throughput_qps,bf_bits_mb,total_memory_mb
4096,0.700000,0.200000,39678,54131,0.241457,0.000000,9056608300.000000,25160.739825,39744.459303,238.345865,12901900.000000,4195583.596215,9069510200.000000,25196.583414,39687.920523,0.015846,0.047096
4096,0.700000,0.001000,39678,54131,0.045277,0.000000,9056608300.000000,25160.739825,39744.459303,305.285326,16525400.000000,3275624.190640,9073133700.000000,25206.650090,39672.070522,0.068008,0.099258
4096,0.800000,0.010000,57953,72642,0.040122,0.000000,9056608300.000000,25160.739825,39744.459303,276.293329,20070500.000000,3619341.820084,9076678800.000000,25216.498958,39656.575707,0.066223,0.097473
4096,0.800000,0.050000,57953,72642,0.077732,0.000000,9056608300.000000,25160.739825,39744.459303,258.694695,18792100.000000,3865560.528094,9075400400.000000,25212.947354,39662.161903,0.043083,0.074333
4096,0.800000,0.100000,57953,72642,0.132990,0.000000,9056608300.000000,25160.739825,39744.459303,252.180557,18318900.000000,3965412.770417,9074927200.000000,25211.632727,39664.230034,0.033112,0.064362
4096,0.800000,0.200000,57953,72642,0.229163,0.000000,9056608300.000000,25160.739825,39744.459303,239.492305,17397200.000000,4175499.505668,9074005500.000000,25209.072093,39668.258962,0.023148,0.054398
4096,0.800000,0.001000,57953,72642,0.029810,0.000000,9056608300.000000,25160.739825,39744.459303,306.448060,22261000.000000,3263195.723463,9078869300.000000,25222.584526,39647.007585,0.099335,0.130585
4096,0.900000,0.010000,94023,108946,0.023861,0.000000,9056608300.000000,25160.739825,39744.459303,273.017825,29744200.000000,3662764.505349,9086352500.000000,25243.374080,39614.355705,0.107437,0.138687
4096,0.900000,0.050000,94023,108946,0.067024,0.000000,9056608300.000000,25160.739825,39744.459303,254.959338,27776800.000000,3922194.061231,9084385100.000000,25237.908321,39622.934963,0.069893,0.101143
4096,0.900000,0.100000,94023,108946,0.115474,0.000000,9056608300.000000,25160.739825,39744.459303,249.615406,27194600.000000,4006162.988240,9083802900.000000,25236.290874,39625.474481,0.053719,0.084969
4096,0.900000,0.200000,94023,108946,0.220371,0.000000,9056608300.000000,25160.739825,39744.459303,237.479118,25872400.000000,4210896.553857,9082480700.000000,25232.617586,39631.243037,0.037552,0.068802
4096,0.900000,0.001000,94023,108946,0.014542,0.000000,9056608300.000000,25160.739825,39744.459303,309.233932,33689800.000000,3233797.766683,9090298100.000000,25254.335602,39597.161286,0.161156,0.192406
4096,0.950000,0.010000,135340,150379,0.015136,0.000000,9056608300.000000,25160.739825,39744.459303,274.572247,41289900.000000,3642028.680137,9097898200.000000,25275.449924,39564.083054,0.154648,0.185898
4096,0.950000,0.050000,135340,150379,0.054068,0.000000,9056608300.000000,25160.739825,39744.459303,256.206651,38528100.000000,3903099.296358,9095136400.000000,25267.777191,39576.096957,0.100601,0.131851
4096,0.950000,0.100000,135340,150379,0.108732,0.000000,9056608300.000000,25160.739825,39744.459303,261.328377,39298300.000000,3826603.186397,9095906600.000000,25269.916933,39572.745833,0.077324,0.108574
4096,0.950000,0.200000,135340,150379,0.216009,0.000000,9056608300.000000,25160.739825,39744.459303,236.873500,35620800.000000,4221662.624085,9092229100.000000,25259.700236,39588.751674,0.054047,0.085297
4096,0.950000,0.001000,135340,150379,0.007006,0.000000,9056608300.000000,25160.739825,39744.459303,305.595196,45955100.000000,3272302.747682,9102563400.000000,25288.410613,39543.805869,0.231972,0.263222
4096,0.990000,0.010000,233274,248392,0.011369,0.000000,9056608300.000000,25160.739825,39744.459303,283.942720,70529100.000000,3521837.085685,9127137400.000000,25356.681206,39437.337713,0.266548,0.297798
